id,joke,label
48,在我九岁的时候，我的童年非常好。然后一个经典的离婚案件真的影响了我。,0
49,一个小男孩问他的父亲，“爸爸，结婚要花多少钱？”父亲回答说：“我不认识她，我还在付钱。”,1
50,教师：太的意思就是至高无上，像太上皇呀，太空呀等等，明白了吗？ 学生：明白了，怪不得我爸爸管妈妈叫太太呢！,1
51,那些认为自己知道自己在做什么的人对我们这些做过的人特别讨厌。,0
52,当艰难的进展时，他们会让睡觉的狗撒谎。,1
53,"真想消灭这个小虫,奈何我的舌头不够长。",1
54,昨天参加了一个比赛--放鸽子大赛！结果比赛时就我一个人去了。,1
55,重力永远不会失败。你可以期待的最好的是平局。,0
56,你最糟糕的羞辱只是别人的短暂娱乐。,0
57,除非你这样做，所有所谓的“成功秘诀”都不会奏效。,0
58,棒球非常有趣的游戏 -  4球没有人可以走！,0
59,一女士拍了快照。拍完后便去取自动冲洗的照片。 看完惊叫：我怎么照得像只猴子！ 后面的妇人没好气地说：那是我的，你的还要等。,1
60,我爱你，你爱我，让我把巴尼挂在树上。,0
61,完全缺乏证据是阴谋正在发挥作用的最可靠迹象。,0
62,你为什么要穿一条内裤，只穿一个文胸？,0
63,推进的最好方法是帮助你上面的人前进。,0
64,珍惜快乐，远离体检。,1
65,当苏联解体而不记得冷战时，他们才10岁。,0
66,工作，退一步海阔天空，爱情，退一步人去楼空。,1
67,在政府采取足够的预算来平衡之后，纳税人就可以预算平衡。,0
68,医生，我多吃胡萝卜，视力真的会有改善吗？ 当然，您什么时候看到过兔子有戴眼镜的？,1
69,记住，你并不孤单。每个人的家人都很疯狂。,0
70,不要按喇叭，当你打我时，它会破坏惊喜。,0
71,病人：我家门外的狗整晚叫，我要疯了。 医生开了些安眠药。 一周后病人更憔悴，说我追了5天追到狗，它怎么都不吃安眠药。,1
72,在一间大学的哲学系期考时，他们教授出了什么是勇气的申论题。一位学生在考卷上写这就是就交了……结果得到一个ａ……,1
73,我更喜欢捍卫杀人犯。它不那么令人沮丧，而且通常我会遇到更好的人。 - （一位家庭律师，成为辩护律师）,0
74,没有不透风的墙，没有不能上吊的梁。,1
75,请记住，就像其他人一样，你是独一无二的。,0
76,计算你的彩虹，而不是你的雷雨。,0
77,然后美国人把车送到日本，看看日本人可以做些什么来改善汽车。,0
78,给你台阶下，你还真就不坐电梯了。,1
79,戏院内，一位愤怒的女士转过身来，对几个叽叽喳喳的姑娘说：“我想看戏，你们不反对吧？” 一个姑娘回答说：“那么，你看错方向了。”,1
80,楼下饭店门口有个屏风，写了四个大字：客如云来。 上星期路过，看到老板正站在屏风前问服务员:“今天生意咋样？” 服务员：“万里无云。”,1
81,我拖延，特别是当任务不愉快时。,1
82,物理老湿提问：重力是地球对受力物体的吸引力，那压力是什么？ 学生回答：亚里是〈士〉多德,1
83,拆卸主要部件将总是包括一个扣住的螺栓。,0
84,所有的报道都在。生活现在正式不公平。,0
85,当她听说90％的罪行都在家附近时，她感动了。,0
86,人生来就有两个目的：一个坐着，另一个想着。从一开始，男人的成功或失败就是他最常用的结局。,0
87,他打开QQ，看到暗恋了三年的女孩给他发来一条消息：“老公，我需要钱，汇到XXXXXX”。 他微微一笑，二话不说给盗号的汇过去200块钱。,1
88,公司都快成夜总会了，夜晚总是要开会。,1
89,如果你单独争论，你总是得到最后的结论。,1
90,我班有一人名叫王^，我们都叫他王汗子。一天，他来了学校大喊大叫，说遇见鬼了，一天都心神不定，因为他受惊了。从此，我们叫他受精汗子。,1
91,小男孩：奶奶，请像青蛙一样发出声响。,0
92,如果它们只是配件，我们怎么会这么想要它们呢？,0
93,如果他能在暴风雨中离开这艘船的话，没有人会越过海洋。,0
94,考英语，同学又没及格。早上，老师问他：“昨晚你父母让你吃饭了吗？” 同学说，“我一般是在吃完饭，才给父母看成绩单的。”,1
95,你总会在最后一个地方找到一些东西。,1
96,我从来都不喜欢殡仪馆，他们只是想要我的身体。,1
97,一个男人对一个女人说：“你是我黑暗中的电灯泡。”说完便抱住那个女人。 女人推开他说：“别碰我小心触电。”,1
98,某强盗近日手头颇紧，于是持着白沟买来的假手枪，蹿到北邮财会处行劫。 把钱交出来！强盗大喝， 会计头都没抬：下班了，明天再来! 强盗惶惶而出。,1
99,梦想的目的是什么......如果他们永远不会成为现实？,1
100,我出生的时候，医生走到候诊室对我父亲说，我很抱歉。我们尽我们所能。但他完成了。,1
101,当感叹这个世界不公平的时候，最好反思一下为什么占便宜的人始终不是你。,1
102,那只猎掉猎豹的人他妈的脚步很快！,1
103,你有一个聚会，邻居甚至没有意识到这一点。,1
104,买烤红薯的时候，请你大声问老板，这是什么馅的。,1
105,一个喜剧演员和 一个男优走进了同性恋酒吧， 请问谁被爆菊了？ 答：喜剧演员。 因为爆喜不爆优。,1
106,丈夫：亲爱的！假如我不幸死了，你将如何打算。 妻子：不知你真的爱我么？ 丈夫：我爱你胜过一切。 妻子：那么，你一定不会让我守空房了。,1
107,甲：“卖萌需要注意什么事项啊？” 乙：“ 注意一下自己的长相。”,1
108,一天，儿子兴奋地对爸爸说：“我终于知道为什么吃奥利奥会先舔一下了！” 爸爸问：“为什么呀？” 儿子说：“ 因为那样就没人会和你抢了”,1
109,乡村歌手四。一个用于拧入，三个用于写入旧的一个。,1
110,聪明的人认为他们都说，傻瓜说他们所想的一切。,1
111,承包商的数量超过了长期工作人员，并且更有可能获得长期服务奖励。,0
112,陆军：克莱莫尔被称为“这面向敌人的一面”是有原因的。,0
113,我18个月没有跟妻子说过话。如果我打扰她，她会生气。,1
114,总有一天，会有一个高大威猛重口味的纯爷们，驾着七彩云，唱着最炫民族风来娶我…,1
115,平均巧克力棒里面有8只昆虫的腿。,0
116,泥瓦匠出身的部长接受记者采访。 记者问：“你觉得当部长和当泥瓦匠有什么相似之处？” 部长答道：“第一，要有和稀泥的本领：第二，站在高处头不昏！”,1
117,小明因为说话不算数被驱逐出心算班。,1
118,这都什么沙雕新闻，自杀被击毙，连放两小时屁。,1
119,我希望我是世界上最后一个人 - 我想看看这些女人是否都在骗我。,1
120,他过去常常犹豫不决，但现在他不太确定。,1
121,保罗 - 冷静，冷静，英俊，只有同性恋才有的品质。,1
122,一个小男孩头上顶着一块牛排走在街上，一个路过的人问道：“为什么在头上放一块牛排呢？” 小男孩回答道：“我是餐叉。”,1
123,小明的学校发放家庭调查卡，小明遇到一个难题，问当个体户的爸爸说：爸爸，民族这一项填什么？ 爸爸一想，说：填贵族！,1
124,我有一个丈夫和一只狗。我需要孩子们做什么？!!!,1
125,日本剧点头哈腰；韩国剧絮絮叨叨；港台剧胡编乱造；大陆剧好的真好，糟的更糟。,1
126,当仓鼠松动时，吸尘会更有趣。,1
127,动物园里一小孩问：“为什么把蟒蛇困在大笼子里，又有那么多洞洞？” 老师：“为了保证它有空气，而且又不会逃出来。” 小孩：“万一它减肥了呢？”,1
128,初三一次考试，由于之前没复习，在历史考试时，看到题目大部分不会，就起身离开了考场。老师很诧异，我说：我们青少年应该更关注未来……,1
129,我买不起棉花，所以我决定磨砂和钢丝绒。,0
130,如果一开始你成功了，试着隐藏你的惊讶。,1
131,一个有浓重口音的老师提问学生：“50+9=?” 学生想了半天答：“武术+酒=醉拳。”,1
132,如果一头母牛笑得很厉害，那么牛奶会不会出现？,0
133,一辆看不见的汽车冒出来，撞上了我的车，消失了。,1
134,威尔逊开摩托车撞倒了一个行人。他安慰这个愤怒的受害人说：先生，你真走运，今天碰巧我休息，平时我开的是大卡车呢！,1
135,谨慎能够抬起你的眉毛，而不是你的声音。,0
136,冬天里的一天，蚂蚁姑娘因劳累过度去世了，身边还放着一团毛线。 长颈鹿小伙趴在蚂蚁姑娘身旁大哭：我的爱人，你醒醒呀，你不想我了吗？你为什么为我织围巾呀。,1
137,和平出汗越多，战争中的流血就越少。,0
138,这个盲人难道是个瞎子?,1
139,男人喜欢挑战 - 女人通常会提供这种挑战。,1
140,我在公交车上放了一个屁，见身边的纷纷挥手，表情痛苦，我也挥挥手。 旁边的女士扭过头对我说：你就不要装了。,1
141,和老公走在马路上， 打闹，生气，大骂。前面两男士回头看，妻子马上装小鸟依人。 老公说：“别装了，他们没看你，他们是看哪个男人这么窝囊。”,1
142,曾经小学考试语文成语，五__四__（答案是五湖四海）， 我填的是五八四十，被语文老师狠狠批了一顿…… 想起就伤心，我当时真想不到别的。,1
143,孩子死了，你来奶了！,1
144,老师问一同学：“怎么减少白色污染？” 同学答：“把饭盒做成蓝色。”,1
145,如果我必须为我的国家生一个鸡蛋，我会这样做。,0
146,当你不必这样做时你所做的将决定你什么时候为什么太晚了呢？,0
147,我们老师的班会通知：今晚七点开班会，我知道大家也懒得走，也为了不耽误大家上网的时间，就直接在班级群里开，各们同学要按时出勤，到时候我会视频点名。,1
148,﻿父亲：“今天老师布置家庭作业了吗？” 儿子：“没有，一道题也没有。” 父亲：“太遗憾了，我又得去洗碗了。”,1
149,酒喝醉了，晕晕糊糊地回家，回家不久就吐了。 第二天早上老婆说：在外边吃就吃了、喝就喝了，就不要来家汇报吃得啥东西了~!,1
150,“大夫，人们都说我馋时像只猫，饿时像条狼，您说能治吗？” “你最好还是到兽医院去看看。”,1
151,河马去饭店吃饭，一进门就和服务员说：“服务员，告诉厨房的师傅，做菜的时候务将菜切得大一点，吃你们的菜总是夹牙缝。”,1
152,在向朋友借钱之前，先决定需要哪些钱。朋友或钱。,1
153,不是故事的结局不够好，而是我们对故事的要求过多！,1
154,不吃饱哪有力气减肥啊？,1
155,一次意外男孩把血捐给了他的女友，分手后男孩要求还他的血，女孩狠狠的把卫生巾丢在男孩脸上：“给！我会每月分期付款还你！”,1
156,从家具中去除猫毛的理想工具。,1
157,这个男人没有什么可说的，也没有给出关于这个事实的罗嗦证据。,0
158,"饭店总管来到餐厅,对着众位客人不安地说：对不起，厨房领班要我给客人们说一声，他希望你们在嚼东西的时候要小心，他的隐形镜片掉了……",1
159,听说在车祸中失去左臂和腿的那个人？他现在好了。,0
160,我只是做我脑子里的声音告诉我的事情。,0
161,当你做的第一件事是站起来说'我的名字是彼得而我是一个酒鬼'时，为什么叫做嗜酒者？,0
162,罪犯使坏令警察的心砰砰直跳。,1
163,小明上课时总是睡觉，老师批评他：你可不可以不要睡觉！？ 小明回答：不行，因为我是特困生。,1
164,时间是最好的老师：不幸的是，它会杀死所有学生。,1
165,问“我可以问你一个问题吗？”的人 没有真正给我一个选择，是吗？,1
166,如果白痴可以飞，这个地方就是一个机场。,1
167,据说中国队夺得冠军的时候，每次颁奖时播放中国的国歌。 外国记者都不屑一顾地坐在坐位上，不站起来… 网友神回复，他们不知道国歌的第一句是，起来，不愿做奴隶的人们…,1
168,我决定离开去加利福尼亚，所以我收拾了两张蒙着眼睛的牙科保健员的萨尔瓦多·达利印刷品，试图在蚀刻草图上画一个圆圈，然后我前往高速公路并开始搭便车。在三分钟之内，我被一辆载有20辆全新汽车的巨型拖车卡车接走。我爬上驾驶室一侧，打开了门。那家伙说，“我在这里没有多少空间，你为什么不进入其中一辆车。” 所以我做了。他真的很喜欢挑选人，因为他又多了19个人。我们都有自己的车。然后他以每小时90英里的速度行驶，我们都获得了超速罚单。,0
169,系统软件崩溃会导致硬件行为异常，程序员会责怪客户工程师。,0
170,完成的工作量与在办公室花费的时间成反比。,1
171,他可能看起来像个白痴，像个白痴一样说话，但不要让那个骗过你。他真是个白痴。,1
172,﻿老师提出一本正经成语要学生造句，小雄如此说着：我发觉哥哥看的书没有一本正经。3,1
173,一个微胖界的好友发状态“每到放假回家的日子都开心的像是要飞起来”。 一分钟后她男友悠悠的回复：“质量不允许吧~~~”,1
174,小贤：我昨天帮家里的狗洗澡，结果它……。死了。 八力：洗澡？不可能吧？ 小贤：嗯，如果不是洗衣机要了她的命，那么就是烘衣机了……。,1
175,手插口袋，谁都不爱。,1
176,50-50-90规则：任何时候你有50％的机会获得正确的东西，你有90％的可能性会出错。,0
177,男人的矛盾：婚前，找好女人；婚后，想着坏女人。,1
178,学生：‘把’和‘被’能连用吗？ 老师：不能。 学生：把被叠起来，不是连用了吗？,1
179,一只小蝌蚪游到一只大青蛙身边，叫了声：爸爸—— 没想到，池塘里几乎所有的公青蛙都呱呱呱地回答。 小蝌蚪一惊：我的妈呀，没想到我还有这么多亲爸！,1
180,总经理饭店上厕所，听外面一敲门声（单间厕所）。 总经理毫不犹豫用洪亮的声音叫道：“请进”。,1
181,老婆最近动不动就发脾气，老公不温不火地唱起来：“风在吼，马在叫，老婆在咆哮，老婆在咆哮！！！”,1
182,世界上最困难的事情之一就是说服一个女人，即便讨价还价也要花钱。,1
183,如果我在我想要的时候射杀了你，我现在就会出局。,0
184,那些认为你知道一切的人对我们这些人来说非常烦人。,0
185,郊区是开发商推倒树木的地方，然后在他们之后命名街道。,1
186,我想她走过了愚蠢的森林，被每个分支击中。,0
187,这辆车在随机范围内摆动并撞击行人。,1
188,当你的孩子停止问你从何而来，并开始拒绝告诉你他要去哪里时，你的孩子已经开始成长。,0
189,如果克林顿的回答是肯定的，那么它肯定是一个非常愚蠢的问题。,0
190,母亲说：今天的事，切勿拖延到明天去做。 儿子道：那么，刚才的糖，现在都吃光了吧。,1
191,信心是一个人在完全理解这种情况之前的感受。,1
192,老师：小明，火箭为什么会跑？ 小明：谁的屁股上着了火不跑呀！,1
193,永远别害怕尝试新事物。记住，业余爱好者建造了方舟。专业人士建造了泰坦尼克号。,0
194,如果比尔盖茨每次重新启动我的电脑都有一分钱......哦等等，他确实如此。,1
195,见到困难躲着走，省心多面嫩，操心多皱纹。,1
196,在佛罗里达州：当我老了，我会向北移动并且开得很慢。,0
197,一个盲人跳伞运动员怎么知道他什么时候才能击中地面？,1
198,因为他经验丰富，所以没有傻瓜像个老傻瓜。,0
199,一旦进入他的办公室，他问这位小老太太她有多少钱。,0
200,四个食物组：快速，冷冻，速溶和巧克力。,0
201,甲：我们班有三种学生。 乙：哪三种？ 甲：第一种是留级的留学生。 第二种是他爸交了很多钱才来上的高才生。 第三种是上课特困的特困生。 乙：哦。,1
202,话说今天是国际家庭暴力日，电视台采访市民对家庭暴力看法。 当问到一位比较瘦小的男人时，此男回答：“家庭暴力？我老婆很少打我。”,1
203,除了数字之外，没有什么比事实更加谬误了。,1
204,如果您需要6个按钮，您会在按钮框中找到5个按钮。,1
205,我试着保持笑话干净，但有时候一个人太好了不能放弃。,0
206,当我还是个孩子的时候，我记下了一本日记。我正在读它，它说：第一天，仍然感到疲惫。第二天，每个人都跟我说话，就像我是个白痴。,0
207,爸爸是医生，某天给病人看病，病人问：“医生您贵姓？” 我爸答曰：“姓齐。” 病人听后若有所思的说：“哦！跟孙悟空一个姓啊！”,1
208,单位的战斗价值与其装备和外观的巧妙程度成反比。,0
209,专家是一个在狭隘的专业领域中犯下所有错误的人。,1
210,学生：先生，我要求你给我带蛋糕和啤酒。,0
211,一加仑十加仑的帽子真的只能容纳四分之三加仑。,0
212,不喜欢猫的人不喜欢比他们聪明的宠物。,0
213,牧师大声道歉并移开他的手，但无法将眼睛从腿上移开。,1
214,昨天被公司美女同事莫名的亲了一口，心里各种的爽。 后来才知道人家玩真心话大冒险， 是叫亲一个公司最丑的，最丑的！ 躺着也中枪啊！,1
215,我不尊重。我运气的方式，如果我是政治家，我会诚实的。,0
216,妻子打扮得花枝招展，准备出门，丈夫问她到哪里去。 她严肃地对丈夫说：理智的汤琼斯，我同杰克的约会是在我们结婚前一个月就约定好了。,1
217,没有孩子的夫妻总是知道你应该如何抚养你的。,1
218,光棍汉想到自己没媳妇，便自我安慰：不是我找不到，是我岳母大人流-产了！,1
219,自从两个妓女自称是某名牌大学的毕业生后，我现在一般都自称文盲。,1
220,美国是历史上唯一一个奇迹般地从野蛮到堕落的国家，没有通常的文明间隔。,1
221,我昨晚睡得像个木头。我在壁炉里醒来......,1
222,加拿大回复：建议你将你的路线向南转15度以避免碰撞。,0
223,某对夫妇生了一个儿子。 有个朋友去探望，对做妈妈的问到：你怎么老是教他叫爸爸的呢？ 妈妈笑了：这样儿子晚上就不会叫我起床了呀！,1
224,好奇心杀死了这只猫，但满足感让她回归。,0
225,你正在剥夺一些贫穷的村庄的白痴。,0
226,关于错误最重要的是你在它之后立即做的事情。,0
227,亲爱的，我会爱你，直到我的妻子是明智的。,1
228,对！朋友回答。 那么你又不缺胳膊、不缺腿，不好意思向我借整钱是吗？ 对！朋友回答。 那好，从今以后我们俩都不要再干这种不好意思的事了！阿凡提说道。,1
229,只穿过迎面而来的交通方向，穿越单行道时节省时间。,0
230,昨晚我用满卷的空白磁带砸了一下。隔壁的哑剧疯了。,0
231,法官的缺乏并不是导致我们法院出现问题的原因; 这是律师的过剩。,0
232,妈妈，我在画爸爸，红墨水在哪儿？ 你要红墨水干什么？ 我该画他的鼻子了。,1
233,在得知司机生气后，迪做了什么？,0
234,完成不可能只意味着老板会将其添加到您的日常职责中。,0
235,如果我有任何谦卑，我会很完美。,0
236,不怕虎一样的敌人，就怕猪一样的队友,1
237,无神论者是一个没有无形支持手段的人。,0
238,自从出来卖火柴的小女孩把火柴卖光后，她就变成了出来卖的小女孩。,1
239,为什么上帝创造了男人？因为振动器不能割草坪。,1
240,代码中的错误在文档中值得两个。,0
241,魔鬼有史以来最大的伎俩是说服世界他不存在。,1
242,您是否意识到我们生活中唯一一个想要变老的时刻就是我们还是孩子的时候？,1
243,永远不要推迟到明天你完全可以忘记的事情。,0
244,外交：为一个国家撒谎的爱国艺术。,1
245,妻：对于夫妻生活你有什么看法？ 夫：看法是没有，做法倒是很多。,1
246,不要用斧头从朋友的额头上取下苍蝇。,1
247,农村一老太与家人看电视，电视里经常出现男女接吻的画面，她对身边的孙女说：“以后找对象不要找这样的男人，你看那男人一同女人见面就乱咬，真的太狠了。”,1
248,男女同事说好了，年总奖大会中奖就对半分。 结果女同事真中了，中了个万豪套房一晚……,1
249,我的姨妈为我的生日送了一个对讲机。她说，如果我很好，明年她会给我另一个。,0
250,有些人的问题是，当他们没有喝醉时，他们会清醒。,1
251,学习历史很容易。学习它的课程几乎是不可能的。,1
252,非常年幼的孩子可能会误解一些笑话。,0
253,经理：顾客反映你们今天又扎堆聊天。 店员：这不是事实，我们五个一直是站成一排说话的。,1
254,每当我开始感觉到蓝色时，我就会再次开始呼吸。,0
255,未经事先书面许可，不得以任何形式发布或复制材料。,0
256,一次考试，交卷后，身旁一老兄，文质彬彬，一伸懒腰，不紧不慢地说：“考得不错，一个没落都写出来了，就是时间不太够，没往答题卡上涂。”,1
257,从我父母的错误中学习。没有孩子！,1
258,一天中午由于天热，爷爷脱去了上衣，三岁的孙女看见了，抻手就去摸爷爷的乳房，爷爷就骂了：流氓！ 第二天孙女扑到爷爷身上说：爷爷，爷爷，我要摸流氓！,1
259,早上长睡不起，晚上视睡如归。,1
260,死亡是生命的一部分。它比其他部分更加可怕和痛苦。,0
261,一次争吵后，老酷让气得无话可说，于是向对老婆一咧嘴：我真成你的追星族啦！ 老婆转怒为喜：是吗？ 老酷慢条斯理摇头晃脑：我追的是颗扫帚星。,1
262,克服诱惑的最好方法是避免诱人的情况。,0
263,青春不是生命的时刻，而是一种心态。,0
264,我明白了！，盲人木匠说，他拿起锤子，看见了。,1
265,上帝在女人面前造人，给他时间思考第一个问题的答案。,0
266,清洁工阿花只有小学三年级文化，经常写错字。 一天阿花用地拖将实验室地板拖干净，然后写了一张条贴在门口:请闲人勿进，我脱得很干净了。,1
267,地铁上听到一五六岁的女孩对着老爸嚷嚷：“都说女儿是爸爸的前世情人，你说我上辈子怎么就看上你了我。” 全车厢笑喷。,1
268,如果算上蚊子，女性确实会追求我。,1
269,如果你想成为一个拥有大量追随者的领导者，只需遵守绕行双车道道路的速度限制。,0
270,我只在没有以'y'结尾的日子里去上班。,0
271,五岁的弟弟跑过来对我说：“哥，我刚才在老鼠洞找到不少葡萄干，你要不要分点？” 我无语。哪知他尝了一口，说：“不对，好像是老鼠屎。”,1
272,我没有体面的感觉。这样，我的所有其他感官都得到了增强。,1
273,我想在我以前的一生中，我是一个强大的国王，因为我喜欢别人做我说的话。,1
274,同义词是您使用的单词，代替您无法拼写的单词。,1
275,我最后通过使用贴片戒烟。我把六个放在嘴边。,1
276,最薄弱的环节：哪位印度领导人，其姓氏以“G”开头，取名为圣雄？,0
277,王老汉频频夜袭公墓骚扰女鬼引发地府恐慌。,1
278,没有审查，事情就会在公众心中变得非常混乱。,0
279,一天，亮亮在上课睡觉，老师幽默的问：“周公对你说什么了？” 亮亮说：“周公对我说，现在的科技真发达，连早上都能遇见你们！”,1
280,我希望这可以解决你可能遇到的任何误解。,0
281,我有我的标准。它们可能很低，但我有它们。,1
282,一个学生在课堂上吃糖，被老师看见，说：不能在课堂上吃糖。那个学生说：这不是糖，是药，我患的是低血糖。,1
283,在每个痛苦的郊区坐着一些敏锐的观察者。,0
284,我参加了一个很难找到教室的物理课程。,1
285,我的支票账户怎么透支？我还有支票！,1
286,不要打扰我，我从此过上幸福的生活。,0
287,母性：你将度过的最长的内疚之旅。,0
288,在科学中听到的最激动人心的一句话，即预示着新发现的一句话，不是尤里卡！[我发现了！]而是，嗯......这很有趣......,0
289,姐妹们听着，如果你现在的对象将来不娶你，你就在找个和他一个姓的。 然后生个儿子起他一样的名！,1
290,男：“我一直就很爱你啊！” 女：“那不直的时候呢？”,1
291,一位朋友对手表商说：你抛出了那么多廉价的手表，靠什么赚取利润呢？ 手表商：靠修理这些手表。,1
292,甲：你偷税这么厉害，都从来没被发现，你真是太厉害了！ 乙：哪有，等你结婚，你也可以做的很好，通常第一步都是从藏私房钱开始。,1
293,外国电影 - 在德克萨斯剧院展出的任何不是西方电影的电影。,1
294,广告：遏制人类智慧的科学，足以从中获取金钱。,1
295,对于2的极大值，2 + 2 = 5。,0
296,拖延是我们大多数人继续推迟治疗的缺陷。,1
297,如果你失败了，你可能会感到失望，但如果你不尝试，你就注定要失败。,0
298,小晶晶出院了，高兴地与医生告别。 再见！医生。 小晶晶的姐姐：什么，‘再见’？你还要住院？ 小晶晶：那……医生，永别了！,1
299,如果我让自己的生命重新过去，我会早点犯同样的错误。,1
300,太太不懂保险的道理，认为缴保险费是浪费，先生连忙解释说：保险是为了你和孩子，万一我死了；你们也有个保障呀！ 太太反驳说：要是你不死呢？,1
301,我喜欢使用自我贬低的喜剧技巧 - 但我不是很擅长。,1
302,沿着走廊和楼梯脚堆放空的玉米片包，以减少跌倒时受伤的风险。,0
303,女：你每一样东西都比不上任何人！ 男：对，尤其是女朋友！,1
304,妻子：隔壁那个老三，他时时盯着我看。 丈夫：你不要理他就行了。 妻子：我今天对你说了，你却不在意，以后我被他看上了，可与我不相干！,1
305,当您抬起双筒望远镜时，这只稀有的鸟会飞走。,1
306,如果你喝一块带糖果的减肥苏打水，他们会互相取消。,1
307,有个女人问小提琴家艾萨克·斯特恩何以有那么多的犹太人拉小提琴，他回答说：要知道，要是想在腋下挟着一架平台钢琴逃出欧洲，那可真不容易啊。,1
308,上课是为了下课，上学是为了放假。 正是在这个信念的支撑下，我才坚持到了大学毕业！,1
309,我会侮辱你，但你还不够明亮。,0
310,经理追求女秘书。 亲爱的，你不是答应嫁给我吗？ 我在哪里说过这话？ 飞机上。 哦，那是空话。,1
311,妻子：你在单位一见领导就立马矮三分，一回到家里却装起大丈夫来了！ 丈夫：这就叫大丈夫能屈能伸。,1
