id,joke
162,每当别人夸我的时候，我总是局促不安，那是因为夸得还不够。
163,老师：“做任何事都要一气呵成，才能让人激赏。” 学生：“我懂了，以后我绝不放断断续续的连环屁。」
164,我有时感到孤独和微不足道，特别是当我还在洗手间的时候人们关灯。
165,老婆：你怎么一吃完饭就躺下了？ 老公：体检不是查出我有脂肪肝吗？ 老婆：怎么了？ 老公：医生对我说，你不要吃完饭老是坐着，这样最容易得脂肪肝！
166,同义词：当你不能拼写第一个时使用的单词。
167,老板，有没有可乐？给我拿瓶雪碧。
168,他试图通过驱动猪排来杀死一个吸血鬼，因为牛排太贵了。
169,计算机谎言＃1：你永远不会使用所有磁盘空间。
170,一同学问我：“the king is always lucky”怎么翻译， 我不假思索就说：“国王总是幸运的” 他摇摇头说出了三个字：“王老吉”——我顿时长跪不起。
171,当贫穷敲门时，爱情飞出了窗外。
172,小鹅问母鹅：“为什么要管爸爸叫皇阿玛？” 母鹅对小鹅说：“因为我是你的鹅娘啊。”
173,将奶酪放入捕鼠器时，请始终为鼠标留出空间。
174,把丈夫放在狗屋的妻子很快就找到了他在猫屋里。
175,为什么木乃伊难以保持朋友？他们自己也被包裹了！
176,爸妈吵架，我爸气得说了句：“我给你滚出去！”
177,我们经常担心被拒绝，以至于在其他人有机会之前我们先拒绝自己。
178,大多数人从未见过只有13个频道的电视机，也没有看过黑白电视。
179,看完315晚会，不敢吃饭，不敢用手机，不敢用筷子，不敢开车。
180,看到文章标题开头是“震撼”、“无言”、“感动”之类的，一般都是造谣。
181,"我妈常说,我们家要是没有电话就不会这么穷。"
182,要问是一时的耻辱。不要求并且保持无知是一辈子的耻辱。
183,富人有两宗罪：有钱不借给我；借我之后还老催我还钱。
184,用嘻哈的蓝调精神来过二胡一样的生活。
185,不要满足于平均值：平均值接近底部，而不是顶部。
186,精通摩斯电码的猫就有惊人的1000100条命了。
187,第四，保持警惕。你可以通过观察观察很多。
188,除了业余园丁外，每个人都会收获他播种的东西。
189,如果你的生活就像没有上帝，你最好希望你是对的。
190,多少人想浪费粮食还没有机会呢，你就非要吃干净？
191,某死囚上刑场前，法官问他此时有何心愿。他说：我此时最大的心愿是能够穿上防弹背心并戴上钢盔！
192,这是你穿的很棒的衣服......我只有完美的衣架。
193,我下周要去火星，所以如果你有任何盒子，我需要它们。
194,顾客：天哪！怎么两瓶啤酒就值10元钱！难道这儿啤酒就这么稀罕？ 侍者：不，先生！这儿稀罕的不是啤酒，而是顾客。
195,如果你在她之前得到晋升，那就是偏袒。
196,对话女孩：当我们结婚时，我想分担你所有的烦恼，烦恼和减轻你的负担。
197,五位外科医生正在讨论谁让最好的病人进行手术。
198,如果你看不到礼物，你怎么能看到未来？
199,不要以任何方式弯曲，折叠，钉住或毁坏这个标语。
200,我已经知道你不应该把自己与别人比较 - 他们比你想象的更加紧张。
201,当我只开车10分钟时，我怎么能以每小时70英里的速度行驶？
202,我没有获得监管艺术学位只是被称为看门人。
203,我们根据自己的希望承诺，并根据我们的恐惧行事。
204,把女性放在基座上的男人很少会把它们打倒。
205,如果您正在寻找一些特定的，请使用此搜索引擎。
206,被命运所鞭打，笑得越大的人就是受虐狂。
207,我试过放松，但不知何故，我感觉更好。
208,高中时的语文模拟考，发卷之前听说本次考试最高分是139分（满分150），当时大吼一句，MD，是不是人啊，考这么高，卷子发下来，发现是自己的~！
209,男人就像假期......他们似乎永远不会长久。
210,阿呆在路上遇到了客人。 阿呆：“我妈请……请……请你到我家吃便……便……便……便饭！”
211,爸爸新买了条裤子给晶晶，谁知刚下一水就缩得穿不下了。 妈妈生气地骂着爸爸。 晶晶却说：妈妈，你给我洗个澡也缩小点不就行了吗！
212,如果你的保险杠贴纸不是那么小，我就不必开得那么近看了！
213,所有战斗都在两张或多张地图表的交界处进行，......以不同比例打印。
214,上初中的时候，老师对头发的要求特别严格，规定刘海不能超过眉毛。 第二天老师检查的时候，我发现同桌居然把眉毛剃掉了……
215,长时间做错事就会让人觉得表面上是正确的。
216,当酒精不再起作用时，你已经准备好清醒了
217,“你刚才是和谁打招呼呀？” “他是我第二个丈夫的第一个妻子的第三个丈夫！” “你竟然记得！” “因为现在他是我丈夫！”
218,上帝会原谅我。毕竟，这是他的工作。
219,在排练中，管乐队的指挥对乐队队员提出意见： 第二小号手吹得不准。 乐队中一个声音传来：他还没来呢！ 那好，待他来了再告诉他。
220,老婆对老公抱怨说：“衣服都涨价了。” 老公说：“少穿点呗。” 老婆：“现在生活成本这么高，你怎么不少活点！”
221,“大师，听说你算的准，算算我以后能不能当官呗， 大学同学都当局长、科长了。我还有机会吗？” “小伙子，看面相你可以的，你能当家长。”
222,在我们寻求真理的过程中，让我们不要被最容易相信的东西所影响。
223,女：你觉得我哪点可爱？ 男：你很特别。 女：怎么特别？ 男：天下那么多男人，可你只爱我！
224,你的手机比话费还便宜。
225,说出来不怕你们笑话，我有恋钱癖。
226,强强：我想数数狗有几颗牙，把手伸到狗嘴里去了。 丽丽：狗咬你了，是吗？ 强强：是啊，它大概也想数数我有几个指头吧，真没办法。
227,在家觉得后背发痒，就把四五岁大的儿子叫来：“给爸爸抓抓背。” 小家伙用一只手指抵住背，很正经地说：“爸爸，动吧。”
228,儿子边哭边理‍直气壮地说：“你看，试卷上面写得很清楚，‘答错扣分’啊。
229,昨天我过生日，老婆给我买了两双鞋子，今天生日过完了，老婆就把鞋拿去退了。
230,我注意到一名警察坐在桥顶上的雷达枪。
231,精神病科医生：从前你总以为自己是戴安娜，现在你已经摆脱这种幻觉康复了。 患者：非常感谢！请把治疗费清单寄给查尔斯王子吧。
232,我喜欢留下来听你谈论自己，但我得跑。
233,当你忙于制定其他计划时，生活就会发生在你身上。
234,在某些文化中，我所做的将被认为是正常的。
235,不要催吐！这部电影将为你做到！
236,女同事说：“你那么喜欢猫咋那么狠心，为什么不把楼下的流浪小猫们都带回家？” 我瞄她一眼：“我还喜欢女人呢，能带一堆女人回家？”
237,告诉你别逼我，你要是在逼我，我就装死给你看！
238,某公司领导为鼓舞工人干劲，发表讲话，说：大家要努力工作！为了我们公司的发展，只要能让我们公司前进，我们可以在正当手段中不择手段！
239,"一直对发型不满意的人,有一个共同点:不肯承认这是脸的问题。"
240,成功的惩罚是让曾经怠慢你的人感到无聊。
241,同学最近购进一山寨机，炫耀其超长待机一百天。然后一天就木电了。我们仔细一看手机盒子上写得是“超长待机一白天”。
242,于是一群人憋到内伤……老师，您说的是下水道吧……
243,有一次做梦梦见我在考试，吓的我心惊肉跳，醒过来发现自己果然在考试！
244,没有必要做家务。四年后，污垢不会变得更糟。
245,当我的车停在另一辆车上时，我的车被合法停放了。
246,如果我想要你的意见，我会要求你填写必要的表格。
247,我闺女很大气的点评了一下：“这女的歌唱的不错，人长的也还行，就是没有温度。” 我婆婆听了，疑惑的问什么叫没有温度，我闺女说，就是个头太矮了。
248,农夫：我晚上上床后常感觉发冷。 医生：我也有过，那时我会搂着我太太，就会暖和了。 农夫：这办法不错，但您太太什么时候方便呢？
249,在学校里，教师讲了一个活了105岁的老人的故事。 小胖子马上站起来说：这有什么稀罕的，如果我爷爷还活着，他该有120岁了。
250,有一天，我的姐姐从商店转了一圈后回到家里，把她新买的那件睡衣举了起来，要姐夫评价。 我的姐夫回答道：“好漂亮的屏保！”
251,某局正在进行末位淘汰，把最没用的人辞掉。 有人问小刘：“局长问你，考核表是不是你用了？” 小刘忙跑到局长那里解释：“我没用！我真的没用！”
252,我不傻。我只是掌握了完全没用的信息。
253,和老爸讨论九寨沟讨论的起劲的时候，俺奶奶哈哈大笑：韭菜沟有什么好看的？咱老家那后山沟，那条沟不是韭菜沟？
254,丈夫下班后回家，一进门儿就嚷嚷说：啊，咱们今晚上吃冷餐！ 的确是吃冷餐，可你怎么知道的？妻子好奇地问。 因为屋子里闻不到一丁点儿糊味……
255,我今天去看了医生，他拒绝给我写伟哥的处方。他说这就像在一座被定罪的建筑物上放置一个新的旗杆。
256,我很好; 这是世界其他地方搞砸了。
257,小杜克央求哥哥说，你去向妈妈要点钱吧，咱们两个看一场电影去。 要去你自己去，妈妈又不光是我一个人的。 可你跟妈妈认识得早一些嘛！
258,我有个同学，有一次犯了个错误。 老师叫去问。他就说：“人嘛，总会犯错误的，就象吃芝麻哪有不掉烧饼的……”
259,许多人已经尝试了一段时间（举重运动员，卡车司机等），但没有人能做到。
260,某新年前夕见一哥们个性签名【哥保持了20年的处男之身，今晚终于要……】遂一帮禽兽围观询问。 整点过后，此君签名为【突破21了】
261,奶奶：安德列伊卡，你咳嗽的时候要用手捂住嘴。 孙子：别担心，奶奶，我的牙不会掉就是了。
262,她喜欢做个婊子，以至于在她的时期结束时会让她生气。
263,鸭子和螃蟹赛跑，一起达到终点，难分胜负，裁判说：“你们来个剪刀石头布吧！” 鸭子怒：“妈的，算计我？我一出就是布，他总是剪刀！”
264,结果他转得更起劲了。 我在远处快笑出来了。 哥，你手里转的可是钢笔啊！ 您这白羽绒服算是……八成得等着甩到脸上才明白过来。
265,哈雷和胡佛有什么区别？污垢袋的位置
266,病人：“医生，我耳朵好像半聋了。听东西总是只能听到一半。” 医生：“是吗？那我来测试下。 88” 病人：“44”
267,我可以对录像机上的所有性，裸露，语言和暴力做些什么？
268,一哥们问：“有人在你背后捅刀子怎么办？” 我答：“自卫！” 哥们笑：“擦！被人捅了，还想着撸管子！”
269,一个人时，善待自己；两个人时，善待对方。
270,“老公，你太大意了，安眠药都没吃” 我睡眼朦胧地吃了片安眠药， 总觉着怪怪的……
271,我尊重一个知道如何拼写单词的人。
272,甲：我今天五点就起床了。 乙：然后你干啥了？ 甲：然后……呵呵…我又睡了。
273,不要担心今天的世界结束......澳大利亚已经明天了。
274,每次听到从一楼食堂窗口喊出：“要什么同学？” 我都忍不住想说 “要一个女同学，带走！”
275,一次文艺晚会，主持人上台报幕：下面请欣赏：新疆歌舞，掀起你的头盖骨！毛骨悚然！
276,如果一个女人必须在捕捉飞球和挽救婴儿的生命之间做出选择，她将选择挽救婴儿的生命，甚至不考虑是否有男人在基地。
277,女人希望她年长的唯一一次就是她期待的时间。
278,没有什么比常识和简单的交易更令人惊讶了。
279,当你射出真理的箭头时，请用蜂蜜蘸它。
280,如果他们把一个人放在月球上 - 他们应该能够将他们全部放在那里。
281,我不小心把鹿哨子安装在我的车后面。现在，无论走到哪里，我都会被一群鹿追赶。
282,经典是每个人都想要阅读而没有人拥有的东西。
283,世界上唯一不变的，就是一切都在变。
284,巴黎晚报的主笔拉扎雷夫，有一次对一群大学生讲到他的经验时说：一位新闻记者前半生是花在报道一些他们不能了解的事情上，而后半生则是花在隐瞒一些他了解得太透彻的事实上。
285,此电子邮件永远不会被主动发送。它只发送给您，因为您很幸运能够了解发件人。
286,“听说厂长决定要大裁员了！” “这你还不知道，跟我们无关。他是跟他老婆吵架，威胁要把她所有的亲戚全裁掉……”
287,婚姻就像一把小提琴; 甜美的音乐结束后，仍然附有弦乐。
288,在我死后，我宁愿让人们问为什么我没有纪念碑而不是为什么我有一座纪念碑。
289,我出生时就是剖腹产。你无法分辨，虽然每当我离开家时，我都会从窗户出去。
290,在自行车上，无论你想走哪条路，它都是上坡路，逆风而行。
291,每次她进入它，她都会出现黑色和蓝色。
292,我梦见药丸的所有受害者都回来了...男孩，他们疯了！
293,不要总是拍马屁，马也是会长痔疮的
294,上帝必须特别喜欢原教旨主义传教士，古代保守派共和党人和精神病患者，因为他是他们所谈论的全部。
295,有人问美国大学问家葛特里奇，为什么他这样一位伟大的学者却从未获得博士学位。 他回答：谁能考我呢？亲爱的先生！
296,面对疯狂逃窜的歹徒，警方不慌不忙的摸出了捆仙绳。
297,同学的爸爸是出租车司机，那天两个男的伸手拦车：到某某某地多少钱？ 大约10块钱吧。 两人15去不去？ ……去！去！
298,一位牛奶商贴出了这样一则广告：如果你连续1200个月每天都喝上一杯牛奶，你肯定能活100岁！
299,经常会从梦中惊醒，因为做了一个饿梦，好饿好饿的梦。
300,所有男人都会犯错误，但已婚男人会更早地发现错误。
301,如果不是为了杀戮，华盛顿将成为该国犯罪率最低的国家之一。
302,成功来自罐头......失败来自于不可能。
303,老板：你最近怎么老是请病假？ 员工：脖子疼。 老板：原因？ 员工：您秘书的裙子太低。
304,我问过一次我的家谱，他们告诉我我是个傻瓜。
305,中午吃饭，忽然一领导冒一句：“女人生完孩子就没意义了。” 接着旁边新入职女同事悠悠的来一句：“那你妈还活着吗？”…
306,如果你踩到一个水坑，不要责怪水坑。
307,那些不为未来做计划的人无论如何都要经历它。
308,今天一同学说，你怎么老喝可乐呀， 杀精，我回答，死在里面总比抛尸荒野要强…
